Date,Outcomes,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,,Count
Q1,Dismissed,Category C,Ranby,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Ranby,Governor,M,25 - 29,e White,i No religion,Violence,,1
Q1,Dismissed,Category C,Ranby,Governor,M,25 - 29,e White,i No religion,Wilful Damage,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,4
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Unauthorised transactions,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,8
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,4
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,,3
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,e Buddhist,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Other offences,,1
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Wilful Damage,,1
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,i No religion,Violence,,1
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Wilful Damage,,1
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,2
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,6
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,2
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,e White,g Other religious groups,Unauthorised transactions,,1
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,,2
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Other offences,,1
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,,5
Q1,Dismissed,Category C,Ranby,Governor,M,40 - 49,e White,i No religion,Wilful Damage,,1
Q1,Dismissed,Category C,Ranby,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Ranby,Governor,M,50 - 59,e White,e Buddhist,Unauthorised transactions,,1
Q1,Dismissed,Category C,Ranby,Governor,M,60 - 69,e White,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category C,Ranby,Independent adjudicator,M,25 - 29,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Ranby,Independent adjudicator,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Ranby,Independent adjudicator,M,40 - 49,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Risley,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Violence,,2
Q1,Dismissed,Category C,Risley,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Risley,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Risley,Governor,M,21 - 24,e White,a Christian,Unauthorised transactions,,4
Q1,Dismissed,Category C,Risley,Governor,M,21 - 24,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,e Buddhist,Violence,,1
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,2
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,e White,a Christian,Other offences,,2
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,7
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,e White,a Christian,Violence,,2
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,e White,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category C,Risley,Governor,M,25 - 29,e White,i No religion,Violence,,1
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,,1
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,3
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,e White,a Christian,Violence,,2
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,e White,a Christian,Violence,,3
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,,2
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,4
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,e White,i No religion,Violence,,1
Q1,Dismissed,Category C,Risley,Governor,M,30 - 39,e White,i No religion,Violence,,1
Q1,Dismissed,Category C,Risley,Governor,M,40 - 49,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Risley,Governor,M,40 - 49,a Asian or Asian British,b Muslim,Violence,,1
Q1,Dismissed,Category C,Risley,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Risley,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,2
Q1,Dismissed,Category C,Risley,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,2
Q1,Dismissed,Category C,Risley,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Risley,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Risley,Governor,M,40 - 49,e White,a Christian,Violence,,2
Q1,Dismissed,Category C,Risley,Governor,M,40 - 49,e White,a Christian,Wilful Damage,,3
Q1,Dismissed,Category C,Risley,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category C,Risley,Governor,M,50 - 59,a Asian or Asian British,b Muslim,Violence,,1
Q1,Dismissed,Category C,Risley,Governor,M,50 - 59,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Risley,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Risley,Independent adjudicator,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Risley,Missing,M,25 - 29,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,18 - 20,e White,i No religion,Violence,,1
Q1,Dismissed,Category C,Rochester,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,a Christian,Violence,,1
Q1,Dismissed,Category C,Rochester,Governor,M,21 - 24,d Other ethnic group,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category C,Rochester,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Rochester,Governor,M,21 - 24,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Rochester,Governor,M,21 - 24,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,21 - 24,e White,a Christian,Unauthorised transactions,,4
Q1,Dismissed,Category C,Rochester,Governor,M,21 - 24,e White,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,21 - 24,e White,g Other religious groups,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Other offences,,1
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,,2
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,7
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,e White,a Christian,Wilful Damage,,3
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,e White,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,25 - 29,f Not known,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,2
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,2
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,f Jewish,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,6
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,e White,i No religion,Other offences,,1
Q1,Dismissed,Category C,Rochester,Governor,M,30 - 39,e White,i No religion,Wilful Damage,,1
Q1,Dismissed,Category C,Rochester,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,,2
Q1,Dismissed,Category C,Rochester,Governor,M,40 - 49,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Rochester,Governor,M,40 - 49,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Rochester,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category C,Rochester,Governor,M,40 - 49,e White,f Jewish,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Rochester,Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Rochester,Governor,M,50 - 59,e White,b Muslim,Other offences,,1
Q1,Dismissed,Category C,Rochester,Governor,M,60 - 69,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Independent adjudicator,M,18 - 20,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Rochester,Independent adjudicator,M,30 - 39,e White,a Christian,Unauthorised transactions,,2
Q1,Dismissed,Category C,Rochester,Independent adjudicator,M,30 - 39,e White,a Christian,Unauthorised transactions,,2
Q1,Dismissed,Category C,Stafford,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stafford,Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stafford,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,,3
Q1,Dismissed,Category C,Stafford,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category C,Stafford,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category C,Stafford,Governor,M,40 - 49,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stafford,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,2
Q1,Dismissed,Category C,Stafford,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stafford,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stafford,Governor,M,50 - 59,e White,e Buddhist,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stafford,Governor,M,50 - 59,e White,e Buddhist,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stafford,Governor,M,50 - 59,e White,e Buddhist,Violence,,1
Q1,Dismissed,Category C,Stafford,Independent adjudicator,M,40 - 49,e White,i No religion,Disobedience/disrespect,,2
Q1,Dismissed,Category C,Stocken,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,a Christian,Violence,,1
Q1,Dismissed,Category C,Stocken,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Governor,M,21 - 24,e White,b Muslim,Violence,,1
Q1,Dismissed,Category C,Stocken,Governor,M,21 - 24,e White,i No religion,Wilful Damage,,1
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Violence,,1
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Violence,,1
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,d Other ethnic group,b Muslim,Violence,,4
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,e White,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,e White,b Muslim,Other offences,,1
Q1,Dismissed,Category C,Stocken,Governor,M,25 - 29,e White,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Disobedience/disrespect,,2
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Disobedience/disrespect,,2
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Violence,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,e White,b Muslim,Other offences,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,e White,f Jewish,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,e White,i No religion,Other offences,,1
Q1,Dismissed,Category C,Stocken,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category C,Stocken,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Governor,M,40 - 49,e White,a Christian,Other offences,,1
Q1,Dismissed,Category C,Stocken,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stocken,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,4
Q1,Dismissed,Category C,Stocken,Governor,M,40 - 49,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Stocken,Governor,M,40 - 49,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Stocken,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
Q1,Dismissed,Category C,Stocken,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Independent adjudicator,M,21 - 24,e White,i No religion,Unauthorised transactions,,3
Q1,Dismissed,Category C,Stocken,Independent adjudicator,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
Q1,Dismissed,Category C,Stocken,Independent adjudicator,M,25 - 29,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stocken,Independent adjudicator,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stocken,Independent adjudicator,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stocken,Independent adjudicator,M,30 - 39,e White,e Buddhist,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,30 - 39,a Asian or Asian British,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Wilful Damage,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,30 - 39,e White,i No religion,Violence,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,30 - 39,e White,i No religion,Wilful Damage,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,40 - 49,e White,a Christian,Violence,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,50 - 59,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,50 - 59,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stoke Heath,Governor,M,50 - 59,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stoke Heath,Independent adjudicator,M,21 - 24,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Stoke Heath,Independent adjudicator,M,40 - 49,e White,a Christian,Disobedience/disrespect,,2
Q1,Dismissed,Category C,Stoke Heath,Independent adjudicator,M,40 - 49,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,a Asian or Asian British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,,2
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,2
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,2
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,i No religion,Wilful Damage,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,c Mixed/ Multiple ethnic groups,a Christian,Violence,,1
Q1,Dismissed,Category C,Swinfen Hall,Governor,M,18 - 20,d Other ethnic group,a Christian,Other offences,,1
